id,Item_Identifier_x,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,name,phoneNumber,address
621,FDU48,12.5,Low Fat,0.0550904,Baking Goods,130.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2372.98,Brenda Wells,813-104-5025x8963,"4357 Warren View
West Monica, FL 55639"
622,FDB36,5.465,Regular,0.0484868,Baking Goods,131.263,OUT013,1987,High,Tier 3,Supermarket Type1,3410.23,Jennifer Nelson,+1-606-739-8344,"USNS Payne
FPO AE 42171"
623,FDU48,12.5,Low Fat,0.0969255,Baking Goods,131.328,OUT019,1985,Small,Tier 1,Grocery Store,1354.94,Janet Jarvis,+1-462-805-5077x4065,"1562 Anne Stream Apt. 908
Rachelmouth, CT 06072"
624,FDU48,18.85,Low Fat,0.0926587,Baking Goods,131.428,OUT010,1998,Medium,Tier 3,Grocery Store,263.657,Michael Cross DDS,+1-131-117-8619x025,"602 Cynthia Lodge Suite 354
Lake Gregorytown, MH 11339"
625,FDU48,18.85,Low Fat,0.0553124,Baking Goods,131.428,OUT013,1987,High,Tier 3,Supermarket Type1,2601.3,Catherine Santana,001-500-260-1515,"9479 Johnson Haven
Port Travismouth, VT 25570"
626,FDU48,18.85,Low Fat,0.055348,Baking Goods,131.528,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.94,Julie Pierce,(950)310-0649x340,"45203 Williams Ridge
Calebside, ME 82664"
627,FDU48,18.85,Low Fat,0.055584,Baking Goods,131.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,2731.39,Anna Walker,+1-599-285-5359x5205,"67990 Raymond Meadow
North Amymouth, NJ 34942"
628,FDU48,18.85,Low Fat,0.0554707,Baking Goods,132.128,OUT045,2002,Small,Tier 2,Supermarket Type1,2640.06,Michael Allen,842.339.4495x3006,"55032 Poole Cliffs Suite 365
Davidfurt, HI 37970"
629,FDB36,5.465,Regular,0.0488017,Baking Goods,132.163,OUT017,2007,Medium,Tier 2,Supermarket Type1,1573.95,Joshua White,2923345110,"060 Sanchez Route
Dixonbury, AL 20354"
630,FDB36,5.465,Regular,0.0,Baking Goods,132.563,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.325,Audrey Cruz,329.045.7598x875,"29964 Randall Fort
South Emily, FM 23986"
631,FDU48,18.85,Low Fat,0.0553585,Baking Goods,132.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2702.08,Stacey Thomas,(582)147-7092x071,"38023 Graves Extension Apt. 921
Rebeccahaven, WY 16818"
632,FDB36,5.465,Regular,0.048518,Baking Goods,132.963,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.93,Susan Sharp,+1-591-611-8638x55881,"772 Patrick Path Apt. 053
Nicholsborough, CA 72261"
633,FDB36,12.5,Regular,0.0482922,Baking Goods,133.163,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.09,Lisa Moore,001-728-454-0182,"00283 Herrera Road Apt. 220
Christopherview, NM 37038"
634,FDU48,18.85,Low Fat,0.0556716,Baking Goods,133.328,OUT017,2007,Medium,Tier 2,Supermarket Type1,263.657,Monique Middleton,116.599.3020x20304,"USNS Robinson
FPO AE 17616"
635,FDE24,14.85,Low Fat,0.0936079,Baking Goods,140.481,OUT049,1999,Medium,Tier 1,Supermarket Type1,2211.31,Kathleen Jefferson,(135)302-8165,"6300 Espinoza Ranch Apt. 777
Raymondshire, CT 80599"
636,FDE24,14.85,Low Fat,0.0939913,Baking Goods,140.981,OUT017,2007,Medium,Tier 2,Supermarket Type1,3277.07,Bonnie Jones,2916174690,"831 Joseph Ville
Carlfurt, MO 21761"
637,FDE24,14.85,Low Fat,0.093445,Baking Goods,141.081,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.85,Brad Melton,670-805-6856,"0636 Christopher Passage Suite 550
Biancaview, ME 86487"
638,FDZ12,9.17,Low Fat,0.103188,Baking Goods,141.247,OUT045,2002,Small,Tier 2,Supermarket Type1,1411.81,Vincent Myers,493.396.5049,"22626 Christopher Drive Suite 362
Shelleyside, UT 42517"
639,FDE24,14.85,LF,0.0933848,Baking Goods,141.381,OUT013,1987,High,Tier 3,Supermarket Type1,2204.49,Christian Shelton,087.991.9623x41996,"532 Valentine Ferry
Elizabethstad, ND 31414"
640,FDE24,14.85,Low Fat,0.0936522,Baking Goods,141.581,OUT045,2002,Small,Tier 2,Supermarket Type1,427.444,Dean Harris,3115876054,"694 Rivera Motorway Suite 945
West Tammy, NE 49091"
641,FDZ12,9.17,Low Fat,0.103139,Baking Goods,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.09,Wendy Nelson,(986)163-4212x5450,"594 Lisa Ferry
Carlsonmouth, WY 49156"
642,FDY60,10.5,Regular,0.0264784,Baking Goods,141.913,OUT018,2009,Medium,Tier 3,Supermarket Type2,1594.39,Jennifer Richard,(130)742-3591,"40489 John Estate Suite 145
Jasonton, NV 74762"
643,FDY60,10.5,Regular,0.026366,Baking Goods,141.913,OUT035,2004,Small,Tier 2,Supermarket Type1,1639.09,Matthew Ellis,008-178-5221,"84523 Ochoa Shoals Suite 268
Greenfort, AR 15237"
644,FDZ12,9.17,Low Fat,0.102893,Baking Goods,141.947,OUT013,1987,High,Tier 3,Supermarket Type1,4008.12,Marvin Martin DDS,+1-086-523-7772x96656,"14005 Lisa Plain Apt. 055
North Anthonyberg, NJ 89946"
645,FDE24,14.85,Low Fat,0.0934626,Baking Goods,141.981,OUT046,1997,Small,Tier 1,Supermarket Type1,2298.18,Carl Parker,731-609-4391x36817,"Unit 0313 Box 6955
DPO AP 20708"
646,FDE24,14.85,Low Fat,0.156437,Baking Goods,142.081,OUT010,1998,Medium,Tier 3,Grocery Store,284.962,Jeanette Knox,9297352595,"22273 Patricia Rapids
North Justin, PR 62587"
647,FDZ12,9.17,Low Fat,0.102959,Baking Goods,142.147,OUT035,2004,Small,Tier 2,Supermarket Type1,1368.66,Sandra Harrington,532.366.1850,"87082 Lawson Turnpike
Port Williamburgh, MP 26702"
648,FDE24,14.85,Low Fat,0.0938433,Baking Goods,142.381,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.85,Brett Henry,(615)838-8217,"484 Mendoza Islands Suite 422
East Tina, FL 19065"
649,FDZ12,12.5,Low Fat,0.10248,Baking Goods,142.747,OUT027,1985,Medium,Tier 3,Supermarket Type3,1392.92,Tamara Romero,+1-194-425-8922x2560,"50637 Carl Rue Apt. 804
Suttonfort, KY 14203"
650,FDE24,12.5,Low Fat,0.09301,Baking Goods,143.081,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.51,Abigail Caldwell,841.852.0136,"463 Sandoval Lights
West Jessicafort, AZ 47887"
651,FDY60,10.5,Regular,0.0,Baking Goods,143.313,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.13,Keith Lloyd,+1-151-641-1955x6409,"USS Johnston
FPO AA 78151"
652,FDW12,8.315,Regular,0.0355426,Baking Goods,143.344,OUT013,1987,High,Tier 3,Supermarket Type1,1596.59,Ms. Joanne Crawford,(070)204-2620,"21241 Ashley Terrace Suite 967
Sullivanshire, NC 62703"
653,FDY60,10.5,Regular,0.0,Baking Goods,143.513,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.57,Christopher Henry,319.227.6075x9889,"3394 Darius Course Suite 543
New Emilyshire, SC 44393"
654,FDW12,12.5,Regular,0.0622823,Baking Goods,143.544,OUT019,1985,Small,Tier 1,Grocery Store,2304.74,Caleb Williams,915-057-6449,"0002 Donaldson Mountain Suite 448
Crawfordport, OK 59198"
655,FDW12,8.315,Regular,0.0595405,Baking Goods,143.644,OUT010,1998,Medium,Tier 3,Grocery Store,145.144,Tammy Dyer,636-560-4500,"3730 Proctor Port Suite 927
Millershire, SD 47437"
656,FDY60,12.5,Regular,0.0262432,Baking Goods,143.813,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.2,Michael Walker,059.702.5512,"3643 Melissa Ridges Suite 898
Cherylstad, LA 54757"
657,FDY60,10.5,Regular,0.0441396,Baking Goods,143.913,OUT010,1998,Medium,Tier 3,Grocery Store,143.813,Danielle Compton,001-443-441-4916x99939,"9743 Wiley Greens Apt. 882
East Brandon, MA 66103"
658,FDZ12,9.17,Low Fat,0.103398,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.65,Larry Woods,988.941.3210,"Unit 9720 Box 2170
DPO AA 43338"
659,FDZ12,9.17,Low Fat,0.103561,Baking Goods,144.147,OUT017,2007,Medium,Tier 2,Supermarket Type1,1387.92,Samuel Bailey,655-792-2030x0449,"1293 Mackenzie Divide Suite 121
Lake Michelle, MA 52075"
660,FDE24,12.5,Low Fat,0.163641,Baking Goods,144.281,OUT019,1985,Small,Tier 1,Grocery Store,881.694,Kendra Larson,595.708.6199,"5843 Dominguez Locks
Walkerland, IN 71547"
661,FDW12,8.315,Regular,0.0357734,Baking Goods,144.344,OUT017,2007,Medium,Tier 2,Supermarket Type1,3483.47,Amber Harris,(362)203-3474,"10437 Gordon Square Suite 800
Jenniferberg, OK 37277"
662,FDW12,8.315,Regular,0.0355722,Baking Goods,144.444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.89,Kevin Williams,+1-177-417-4304x3502,"22894 Myers Falls Suite 523
East Abigail, FL 82238"
663,FDW12,12.5,Regular,0.0353999,Baking Goods,144.544,OUT027,1985,Medium,Tier 3,Supermarket Type3,4064.04,Alexandra Smith,691-330-3033x46771,"675 Samuel Meadow
Port Timothy, RI 46031"
664,FDY60,10.5,Regular,0.0265201,Baking Goods,144.813,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.19,Emily Roach,2453012398,"30342 David Hill Suite 190
South Jenniferburgh, TN 17855"
665,FDW12,8.315,Regular,0.0355655,Baking Goods,144.844,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.69,Stanley Brown,001-648-717-7546x1992,"PSC 0658, Box 3872
APO AP 61994"
666,FDZ12,9.17,Low Fat,0.172365,Baking Goods,144.847,OUT010,1998,Medium,Tier 3,Grocery Store,572.588,Gina Brennan,225-909-5668,"237 Courtney Mission Apt. 212
North Tiffanyville, NC 60517"
667,FDZ12,12.5,Low Fat,0.0,Baking Goods,144.847,OUT019,1985,Small,Tier 1,Grocery Store,143.147,Amanda Terry,001-869-017-0740x392,"529 Moss Track Apt. 712
East Rebecca, MS 98600"
668,FDZ12,9.17,Low Fat,0.102979,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,Daniel Gibson,(054)221-6265,"633 Heather Viaduct Apt. 344
Scotttown, ME 66325"
669,FDY60,10.5,Regular,0.0264244,Baking Goods,145.213,OUT045,2002,Small,Tier 2,Supermarket Type1,3739.13,Kathryn Greene,047-020-5968x51953,"4926 Walters Fords Apt. 956
West Jackson, PW 65775"
670,FDY60,10.5,Regular,0.026349,Baking Goods,145.313,OUT013,1987,High,Tier 3,Supermarket Type1,1617.33,Robert Moore,(920)616-5812x920,"94115 Robinson Drive
Leslieshire, MO 30987"
671,FDF12,8.235,Low Fat,0.0827636,Baking Goods,146.508,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.88,Joel Cortez,(629)420-6615,"851 Jamie Coves
Lake Amanda, PR 05802"
672,FDW12,8.315,reg,0.0356275,Baking Goods,146.644,OUT049,1999,Medium,Tier 1,Supermarket Type1,870.866,Kenneth York,211.221.2154,"582 Stephens Plain
Esparzaport, MH 01606"
673,FDF12,8.235,Low Fat,0.082556,Baking Goods,146.708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1316.87,Kevin Schmidt,880-644-2006x298,"PSC 7787, Box 3585
APO AP 51319"
674,FDW12,8.315,Regular,0.0,Baking Goods,146.944,OUT018,2009,Medium,Tier 3,Supermarket Type2,1331.81,Diane Berg,001-419-623-4219x2622,"41042 Patel Underpass
West Jessicahaven, PW 74996"
675,FDW12,8.315,Regular,0.0356443,Baking Goods,147.144,OUT045,2002,Small,Tier 2,Supermarket Type1,870.866,Melissa Rodriguez,972.699.9949x8128,"800 Nancy Manors
Smithburgh, VT 00780"
676,FDF12,8.235,Low Fat,0.0823593,Baking Goods,147.608,OUT013,1987,High,Tier 3,Supermarket Type1,3103.96,Gregory Gonzalez,(853)863-1050,"3838 Savannah Plaza
South Megan, RI 22903"
677,FDV24,5.635,Low Fat,0.172857,Baking Goods,148.205,OUT010,1998,Medium,Tier 3,Grocery Store,449.415,Kristy Carr,7686276332,"963 Lisa Lodge
New Matthewville, FM 83221"
678,FDF12,8.235,Low Fat,0.0824123,Baking Goods,148.508,OUT035,2004,Small,Tier 2,Supermarket Type1,1345.26,Susan Brady,001-626-713-6841x01328,"92188 Michael Ferry
Mclaughlinland, NC 63005"
679,FDF12,12.5,Low Fat,0.0820287,Baking Goods,148.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.81,Todd Doyle,001-067-761-0659x208,"19279 Huber Crescent Suite 815
Rileyside, SD 32869"
680,FDV24,5.635,Low Fat,0.0,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,Elizabeth Guerrero,(026)656-8629,"57349 Matthew Fork
Emilytown, WV 58741"
681,FDV24,12.5,Low Fat,0.102772,Baking Goods,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1446.94,Stacie Riley,+1-074-729-6694x179,"80897 Parks Parks Suite 859
Richardland, NY 25868"
682,FDF12,8.235,Low Fat,0.082595,Baking Goods,149.108,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.46,Rebecca Boone,673-478-5369,"4980 Roberts Branch
Lake Danielle, AS 52208"
683,FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.308,OUT017,2007,Medium,Tier 2,Supermarket Type1,1921.5,Erin Jackson,2627066489,"PSC 0824, Box 8458
APO AE 29525"
684,FDF12,8.235,Low Fat,0.0824279,Baking Goods,149.308,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.34,Shawn Berry,057.488.3997,"563 Edward Mission
Roseton, AL 28400"
685,FDS48,15.15,Low Fat,0.0,Baking Goods,149.371,OUT049,1999,Medium,Tier 1,Supermarket Type1,2489.26,Gregory Myers,+1-619-953-0564x18493,"7908 Sloan Brook Apt. 872
Humphreyton, AK 15311"
686,FDV24,5.635,Low Fat,0.0,Baking Goods,149.405,OUT035,2004,Small,Tier 2,Supermarket Type1,926.087,Christina Watson,001-103-444-4299x067,"8652 Case Lane Apt. 215
Cherylchester, VI 63112"
687,FDS48,12.5,Low Fat,0.0276447,Baking Goods,149.471,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.89,Timothy Tate,(219)053-3470,"6484 Watson Fork Suite 521
New Jeffrey, AL 64608"
688,FDS48,15.15,Low Fat,0.0464968,Baking Goods,149.671,OUT010,1998,Medium,Tier 3,Grocery Store,300.942,Tracy Roberts,001-531-290-0362x2117,"772 Barton Plain
New Michael, MD 93872"
689,FDS48,12.5,Low Fat,0.0486379,Baking Goods,149.771,OUT019,1985,Small,Tier 1,Grocery Store,150.471,Kristen Jackson,001-425-251-6185,"1050 Michael Rapid
West Shaneport, KY 62316"
690,FDR48,11.65,Low Fat,0.0,Baking Goods,149.802,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.63,Jacob Lewis,001-247-841-7159x49734,"53788 Jeffrey Crossing
South Christopher, WY 09498"
691,FDV24,5.635,Low Fat,0.103693,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.69,Cynthia Newman,+1-260-878-8281x527,"48625 Lawrence Crossing
Holtchester, MD 87125"
692,FDV24,5.635,Low Fat,0.103482,Baking Goods,150.005,OUT045,2002,Small,Tier 2,Supermarket Type1,1797.66,Garrett Perez,018.915.6734x46717,"96914 Jason Locks Apt. 999
Pamelachester, KS 45256"
693,FDM24,6.135,Regular,0.0796505,Baking Goods,150.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,994.775,Kevin Willis,0108985739,"521 Amber Lodge
Rebeccaburgh, SD 39142"
694,FDS48,15.15,Low Fat,0.0277793,Baking Goods,150.171,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.71,Noah Robertson,499.795.7285x75958,"022 Scott Prairie
Simonland, GU 18544"
695,FDS48,15.15,Low Fat,0.0277561,Baking Goods,150.471,OUT013,1987,High,Tier 3,Supermarket Type1,2106.59,Joshua Fowler,170.598.4451x436,"681 Ian Forge
East Allisonmouth, WV 57440"
696,FDS48,15.15,Low Fat,0.0,Baking Goods,150.471,OUT045,2002,Small,Tier 2,Supermarket Type1,2416.41,Ashley Miller,978.145.9009,"77905 Hernandez Wall
Middletonshire, IL 29469"
697,FDR48,11.65,Low Fat,0.132248,Baking Goods,150.502,OUT017,2007,Medium,Tier 2,Supermarket Type1,3187.85,Jacqueline Burton,+1-588-070-5326x01193,"38297 Taylor Way
Michaelbury, VA 56415"
698,FDM24,6.135,Regular,0.132778,Baking Goods,150.737,OUT010,1998,Medium,Tier 3,Grocery Store,998.751,Anthony Schmidt,+1-181-045-0243,"1587 Nicholas Locks
South Christian, UT 46203"
699,FDR48,12.5,Low Fat,0.130867,Baking Goods,150.802,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.27,Linda Carroll,539.005.8561,"3156 Allen Oval Apt. 551
South Kellyfurt, TX 80906"
700,FDS48,15.15,Low Fat,0.0278924,Baking Goods,150.971,OUT018,2009,Medium,Tier 3,Supermarket Type2,2424.44,Cesar Romero,772.702.8966,"42816 Scott Viaduct Suite 101
Haleymouth, SC 27336"
701,FDR48,11.65,Low Fat,0.131771,Baking Goods,151.102,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.02,Shane Walters,640-510-3880x2730,"3628 Jose Green Suite 718
New Logan, IL 03333"
702,FDS48,15.15,Low Fat,0.0279364,Baking Goods,151.171,OUT017,2007,Medium,Tier 2,Supermarket Type1,2496.36,Laura Williams,649.092.2884x9874,"35872 Martinez Grove Apt. 068
Port Danielfurt, MP 36020"
703,FDV24,5.635,Low Fat,0.103272,Baking Goods,151.205,OUT046,1997,Small,Tier 1,Supermarket Type1,920.203,Pamela Johnson,398-818-7387x7583,"4770 Davis Stravenue
New Alexanderville, MI 25798"
704,FDV24,5.635,Low Fat,0.103856,Baking Goods,151.305,OUT017,2007,Medium,Tier 2,Supermarket Type1,937.864,Mallory Barnes,2826254204,"19057 Anderson Grove
Carlton, VT 90959"
705,FDM24,6.135,Regular,0.0,Baking Goods,151.337,OUT045,2002,Small,Tier 2,Supermarket Type1,1057.96,Kevin Padilla Jr.,245.381.0979,"48709 Hernandez Loaf
Michelleshire, MT 27329"
706,FDM24,6.135,Regular,0.0794507,Baking Goods,151.637,OUT049,1999,Medium,Tier 1,Supermarket Type1,1014.02,Jake Braun,224-043-2611x8900,"616 Brent Bridge Apt. 867
North Sarah, FL 05107"
707,FDM24,6.135,Regular,0.0793124,Baking Goods,151.737,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.01,George Sparks,(621)953-6890x0577,"17325 Anthony Mountain
New Steven, ID 99150"
708,FDV24,5.635,Low Fat,0.103186,Baking Goods,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,940.963,Martha Jackson,138-690-8716,"04546 Yolanda Creek
New Lindsey, CA 62624"
709,FDR48,11.65,Low Fat,0.131395,Baking Goods,151.902,OUT013,1987,High,Tier 3,Supermarket Type1,1669.83,Jordan Torres,(023)442-2521x60252,"20944 Salinas Mountains Apt. 690
Lake Ian, SD 82487"
710,FDR48,12.5,Low Fat,0.230247,Baking Goods,152.102,OUT019,1985,Small,Tier 1,Grocery Store,660.606,Brandon Leblanc,617.948.0245x5985,"11915 George Meadows
Holderport, VA 80015"
711,FDR48,11.65,LF,0.131709,Baking Goods,152.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.02,Stacey Scott,+1-686-237-6008,"4083 Nicholson Point Apt. 919
South Kellyshire, DC 11740"
712,FDS48,15.15,Low Fat,0.027774,Baking Goods,152.371,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.89,Andrew Powell,001-836-923-5348x4864,"213 Flores Meadows
East Jennifer, AL 22543"
713,FDR48,11.65,Low Fat,0.131504,Baking Goods,152.502,OUT046,1997,Small,Tier 1,Supermarket Type1,1954.32,Christopher Paul,205.503.3000x0886,"673 Cheryl Alley Apt. 141
Yatestown, OR 12604"
714,FDR48,11.65,LF,0.0,Baking Goods,152.602,OUT035,2004,Small,Tier 2,Supermarket Type1,303.605,Paul Burton,273.798.9790,"8186 Cooke Loaf Apt. 000
Gabriellebury, NE 16064"
715,FDM24,12.5,Regular,0.0789432,Baking Goods,152.737,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.64,Miranda Sanchez,118.151.9854x582,"03401 Harris Track Apt. 466
South Marcshire, PA 78781"
716,FDX48,17.75,Regular,0.0378807,Baking Goods,152.766,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.75,Kevin Padilla,(672)010-8240x2818,"387 Donaldson Drive
Taylorhaven, MI 66141"
717,FDM24,6.135,Regular,0.0792614,Baking Goods,152.837,OUT013,1987,High,Tier 3,Supermarket Type1,1022.04,Kathleen Barker,(735)364-2357,"29182 Rodriguez Crescent Suite 125
Anneport, TN 52612"
718,FDM24,6.135,Regular,0.0797761,Baking Goods,152.837,OUT017,2007,Medium,Tier 2,Supermarket Type1,1964.78,Andres Marshall,(304)660-0128,"1012 Tonya Crossroad
Jonesland, DC 04349"
719,FDM24,6.135,Regular,0.0793274,Baking Goods,152.837,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.6,Deborah Patel,(076)653-4460x422,"Unit 6346 Box 0191
DPO AA 31512"
720,FDR48,11.65,Low Fat,0.220111,Baking Goods,153.002,OUT010,1998,Medium,Tier 3,Grocery Store,455.407,Jonathan Paul,+1-347-243-5861x7682,"27267 William Vista Suite 656
Port David, CA 81949"
721,FDX48,17.75,Regular,0.0379647,Baking Goods,153.066,OUT045,2002,Small,Tier 2,Supermarket Type1,2988.61,Stacey Ortiz,+1-784-947-7129,"0061 Mason Orchard
Teresaberg, IA 41553"
722,FDX48,17.75,Regular,0.0379468,Baking Goods,153.366,OUT049,1999,Medium,Tier 1,Supermarket Type1,2967.24,Robin Parker,668-212-1564x9525,"64411 Ellen Ridge
Schroederside, OH 11027"
723,FDX48,17.75,Regular,0.0381022,Baking Goods,154.066,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.19,Julie Smith,+1-634-359-4882x18849,"6405 Lisa Cape
North Eugene, FM 49137"
724,FDX48,12.5,reg,0.0663368,Baking Goods,154.166,OUT019,1985,Small,Tier 1,Grocery Store,617.862,Matthew Ramirez,001-230-160-4986x0372,"03203 Brooke Plaza Apt. 114
North Jasonfort, GU 15807"
725,FDX48,17.75,Regular,0.0380422,Baking Goods,154.266,OUT018,2009,Medium,Tier 3,Supermarket Type2,3398.24,Paul Crawford,978-601-6259,"Unit 0841 Box 9478
DPO AA 48297"
726,FDX48,17.75,Regular,0.0378564,Baking Goods,154.366,OUT013,1987,High,Tier 3,Supermarket Type1,2876.99,Lori Jones,535.821.0728x878,"79037 Sonia Coves Suite 088
Port Christinaberg, DC 27082"
727,FDX48,17.75,Regular,0.0634166,Baking Goods,154.666,OUT010,1998,Medium,Tier 3,Grocery Store,308.931,Sherry Chapman,(477)183-7530x7681,"PSC 0248, Box 0855
APO AA 66102"
728,FDX48,17.75,Regular,0.0378879,Baking Goods,154.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2937.49,Christopher Scott,323-622-1690x6968,"6706 Fleming Knolls Apt. 691
New Melissa, PW 48299"
729,FDX48,12.5,Regular,0.0377044,Baking Goods,154.866,OUT027,1985,Medium,Tier 3,Supermarket Type3,4107.36,Teresa Harding,501-642-6107,"PSC 3350, Box 8424
APO AE 92620"
730,FDO24,11.1,low fat,0.0,Baking Goods,156.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.91,Ashley Medina,924.848.1300,"691 Leslie Forks
East Craigland, MS 62926"
731,FDH24,20.7,Low Fat,0.0214271,Baking Goods,156.529,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.29,Pamela Klein,(463)395-3481x1050,"6427 Foley Crossing Suite 738
Manuelville, DC 72067"
732,FDH24,20.7,Low Fat,0.0214645,Baking Goods,156.629,OUT049,1999,Medium,Tier 1,Supermarket Type1,3928.22,Susan Velez,123-959-7815x54260,"36024 Graham Street Suite 467
Thomasstad, CA 58374"
733,FDO24,11.1,Low Fat,0.176069,Baking Goods,156.76,OUT013,1987,High,Tier 3,Supermarket Type1,1901.52,Joe Brown,715.647.8370x31754,"Unit 8027 Box 4148
DPO AA 92995"
734,FDH24,20.7,Low Fat,0.0214746,Baking Goods,156.929,OUT045,2002,Small,Tier 2,Supermarket Type1,3475.82,Christopher Williams,001-254-686-2728,"76642 Sean Lane Apt. 271
West Jared, OH 53046"
735,FDH24,20.7,Low Fat,0.0215524,Baking Goods,157.029,OUT017,2007,Medium,Tier 2,Supermarket Type1,2985.45,Michael Howard,(386)879-0604,"320 Deleon Tunnel Apt. 405
Lake Aliciaberg, NJ 26717"
736,FDH24,20.7,Low Fat,0.0214311,Baking Goods,157.029,OUT046,1997,Small,Tier 1,Supermarket Type1,2199.8,Natalie Krueger,976-405-3567x07897,"4261 John Tunnel Suite 227
Port Richard, MP 17571"
737,FDN60,15.1,Low Fat,0.095306,Baking Goods,157.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,2491.78,Daniel Brown,(227)111-7576,"62042 Wilson Grove Suite 983
West Gregoryville, MP 56184"
738,FDN60,15.1,Low Fat,0.0955457,Baking Goods,157.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4436.89,Aimee Silva,(202)698-0142,"1068 Miranda Mission Suite 031
Bradshawmouth, FM 05657"
739,FDO24,11.1,Low Fat,0.176573,Baking Goods,157.46,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.75,Melinda Pugh,933-267-2446x9317,"6380 Susan Bypass Suite 540
West Christina, RI 72596"
740,FDH24,20.7,Low Fat,0.0215184,Baking Goods,157.529,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.29,Michael Robinson,+1-327-272-8129x163,"9602 Higgins Mission
Brewerburgh, NH 22285"
741,FDN60,12.5,Low Fat,0.16661,Baking Goods,157.66,OUT019,1985,Small,Tier 1,Grocery Store,316.921,Elizabeth Rowland,001-749-950-7088,"7560 Bradley Branch
New Susanburgh, PA 06590"
